22.9	34.6	21	0
18.8	28.3	84	9.8
17.1	31.3	56	0
17.6	27.3	61	0
17.8	35.9	58	0
18.7	35.9	46	0
19.8	36.8	41	0
21.1	33.2	41	0
19.4	31.9	70	5
18.6	29.1	88	12.4
12.2	29.7	57	0
14.8	32.8	55	0
15	35.8	46	0
16.3	33.8	49	0
15	33	45	0
17.4	36.4	50	0
19.6	39.8	48	0
20.6	42.2	38	0
21	42.2	39	0
24.5	42.4	48	0.2
22.6	28.4	56	0.4
15.7	31.7	55	3
17.2	36.3	51	0
21.8	36.6	50	0
16.8	25.6	51	0
10.5	22.6	44	0
8.7	25.2	47	0
11	32.9	52	0
15.4	37.3	39	0
19.2	41.8	40	0
24.7	35.4	43	0
14.4	33.7	50	0
14.3	35.8	47	0
15.1	35.9	35	0
17.7	36.4	45	0
15.2	34.4	51	0
16	35.2	46	0
18.9	36.5	48	0
21.7	36.3	39	0
21	38.2	46	0
17.8	34.3	61	8.6
17.9	35.6	36	0
23.5	32	51	0
19.2	26.1	83	52.2
19.5	30.3	55	5.6
20.3	33.9	53	0
23	34	66	0
21.7	35.6	64	0
22.5	29.1	81	0
20.8	27.1	82	0
20.5	30.3	80	0
17.8	26.8	76	0
17.6	29	48	0
0	31.2	33	0
16.4	30.3	54	0
15.7	31.8	70	0
19.6	34.7	71	0.6
20.2	26.4	83	3.6
12.5	26.1	56	0.2
12.8	28.5	57	0
15	31	61	0
0	26.3	70	0
18.2	29.3	84	1.4
11.2	28.5	58	0
12.5	31.2	61	0
15.1	0	70	0
0	22.3	74	0
18.8	30.3	87	20.6
18.3	22.9	89	5.8
18.1	25.5	79	66
15.7	22.4	90	6.2
12.3	24.4	56	0
10.6	25	72	0
11.5	25.7	80	0
12.2	26.3	75	0
13.2	26.6	72	0
12.5	28.6	73	0
13.3	29.6	76	0
15.1	30.4	73	0
14.9	31.4	79	0
16.7	31.9	77	0
16.8	25.6	78	0
9.1	25.3	69	0
8.3	27	79	0
10.5	28.8	81	0
11.6	29.6	75	0
12.6	30	80	0
15.6	30.2	73	0
17.2	28.7	79	0
18.2	26.3	94	11
16.5	26.9	91	0.4
13.4	26.1	71	0
11.6	25.8	82	0
10	25.1	78	0
12.4	24.8	71	0
12.5	24.8	58	0
10.3	25.3	76	0
10.6	24.7	75	0
15.7	23.4	87	3
13.5	23.1	84	3.2
10.1	21.9	73	0
14.1	18.6	84	0.2
14.2	18.7	86	7
5.6	17.4	71	0
4.6	19.9	82	0
5.1	21.9	81	0
6.1	23.5	79	0
7.7	24.7	79	0
8.5	25.4	74	0
10.1	25.1	67	0
11.2	25.9	81	0
11.8	25.2	79	0
12.3	27.5	74	0
11.4	27.3	74	0
11.3	29	89	0
15.4	19.8	95	3.6
10.8	18.5	72	17
5.1	17.9	78	0
7.1	16.1	84	0
9.7	17.3	84	1.6
10.5	17.7	79	0.4
5.6	19.1	99	0
5.9	21.1	84	0.2
4.8	20.7	97	0
6.8	23	83	0
8	25.3	92	0.2
8.9	14.5	84	3
7.1	15.3	78	0
5.7	17.5	89	0
9.6	19.3	84	0
5.7	19.5	99	0
5	19.8	99	0
3	15.6	77	0
1.3	14.9	81	0
1	17.1	79	0
3.1	17.7	99	0.2
2.2	18.4	83	0
1.7	17.5	84	0
4.5	17	92	0
1.6	19.7	90	0
1.4	18.5	86	0
2.1	16.5	88	0
1.7	17.9	92	0
1.1	17.1	76	0
0.9	18.1	76	0
5.2	16.3	74	0
10.2	14.9	88	10.4
8.4	19	71	13.4
5.7	16.6	92	0.2
6.4	17	96	0
9.4	15	99	28
8.8	20.2	99	5.8
10.7	19.1	54	0
4.2	16.6	89	0
4.3	17.7	93	0
3.4	17.7	79	0
3.1	18.4	82	0
1.7	10.2	99	0
5	15.8	97	0
0.4	14	80	0
3.1	12.2	89	0
5.3	8.4	81	0
4.9	12.9	85	2.4
7.2	13.2	82	0
0	13.3	95	0
-1	13.1	83	0
-2	13.2	85	0
-0.3	12.8	92	0
1.5	15.5	91	0
7.4	16.2	82	11.6
3	12.2	88	2.2
6.9	15.2	95	1.8
3.6	13.1	98	0
5	12.5	99	0.4
3	14.8	94	0
3.5	16.5	89	0
3.4	17	85	0
7	16.1	83	0
6.2	12.1	86	10.2
0.6	11.9	99	0.2
-0.6	8.3	99	0
2.3	9.4	71	0
5.1	9.8	81	0.2
3.2	11.9	99	1.2
0.2	10.9	99	0.2
1	10.3	99	0
1.5	10.8	99	0
1.8	12.1	99	0.2
2.3	13.9	94	5.6
1.5	13.5	99	0
2.1	14.8	99	0.4
0	14.6	90	0
1.5	16.1	96	0
5	15.4	99	13.4
3.5	15.3	99	0.2
3.5	16.3	98	0
6.2	10	82	21.4
3.4	12.2	85	11
0.6	13.1	99	0
-0.4	11.5	99	0
0.7	12.8	96	0
5	13.5	99	1.6
0.5	11.6	99	0.2
0.6	12.9	99	0
-0.5	13.8	89	0
0.1	15.7	99	0
1	14.6	99	0
2.5	14.3	99	0.2
1.9	14.9	99	0.2
-1.2	15	85	0.2
2.1	12.6	80	0
5.8	14.8	99	6.2
8.9	14.9	91	0
7.5	12.3	100	2.2
7.5	10.1	86	4.2
5.4	14.7	85	18.6
1.2	15.7	86	0
0	11.8	97	0
0.7	12.6	99	0.2
-0.6	13.1	83	0.2
-1.3	12.6	86	0
0.3	15.5	79	0
4.4	16	86	7.2
7.2	10.4	96	8.2
4.5	14.9	91	10.8
1.6	15	99	0
3.2	13	85	0
7.2	12.1	83	1.8
6.4	11.8	94	10.2
-1	12.1	87	3.8
1.3	11.8	92	0.2
5	15.1	85	15.4
4.5	11.7	82	2
6.3	12.9	86	0
2.1	15.3	87	0.2
4.1	12.8	91	0.2
6.4	13.3	90	1.8
4.2	10.7	87	1.8
5.4	11.8	84	9.6
6.8	13.4	75	4
0.9	14.4	99	0
1.9	15.2	85	0
2.3	15.4	84	0
2.9	14.2	89	0
7.1	15.1	86	0
10	16.8	92	0.8
7.1	17.6	65	0
10.1	17.7	96	21.8
9.8	14.2	81	20.8
6.8	12.8	89	2.4
2.3	15.1	83	1.2
1.7	15.9	74	0
7.2	14.7	76	0
8.1	14	91	24.8
2.6	15.9	88	3.2
4.5	16.3	84	0
6	18.7	88	0.4
5.8	19	76	0
5.5	13.6	68	0
7.5	13.4	64	0
4.3	14.3	76	0.2
3.3	13.9	67	0
2.4	16.4	90	0
2.8	18.7	79	0
5	19.6	81	0
8.6	20.1	70	0
5.7	19.9	76	0
3.7	19.1	96	0
5.6	19.7	84	0
5.4	20.6	75	0
6.5	20	83	0
5.4	14.6	65	0
3.7	14.3	66	0
-0.1	14.6	59	0
4.1	17.4	71	0
4.8	21.1	61	0
7.4	23	72	0
8.2	23.2	85	0
10.1	25.9	78	0
11.1	24.9	80	0
7.3	15.9	64	10
4.2	19	59	0
5.4	20.8	83	0
8.2	23.2	71	0
7.6	23.7	60	0
14.5	19.9	91	0.8
14.7	18	92	11.4
12.7	19.1	92	19
13.8	18.6	93	22.2
4.8	12.8	72	32.8
6.3	15.4	77	0
9.2	17.4	74	0
4.8	19	78	0
5.7	21.8	80	0
8	23.3	75	0
9.5	25.8	77	0
14.8	19	81	0.4
8.2	22.2	65	2.4
10.9	22.2	77	0
8.8	23.5	80	0
10.2	22.3	81	1.6
8.8	23.6	73	0
10.3	25.6	70	0
16	19.5	95	3.4
13.8	18.7	78	50.8
10.2	18.9	79	1.2
7.1	20.3	73	0
10.7	18	63	0
10.1	18.8	61	0
11.1	21	53	0
7.5	22.9	59	0
9.3	24.5	73	0
14.7	24.7	71	2.2
11.6	27.7	69	0
15.5	29	76	0
15.2	30.5	73	0.6
17.5	31.3	60	0
21.1	26.9	63	0
19.2	22.6	93	52.6
15.9	23.1	84	2.4
11.4	20.8	56	0
8.8	23.3	65	0
9.1	24.8	68	0
12.1	25.5	56	0
12	27.3	63	0
12.7	29.7	70	0
14.7	29.9	59	0
14.8	29.4	49	0
18.1	30.1	46	0
18.9	27.6	47	0
17.9	24.2	92	4
14.8	27.6	77	19.2
17.8	21.4	86	18.8
13.6	22.6	69	14.8
14.4	23.3	69	1.6
16.7	23.9	72	12
16.1	26.6	70	0.6
15.7	27.3	71	18.4
17.3	29.9	65	1.2
16.6	31.6	63	0
18.9	30.4	63	0
21.3	29.8	50	0
20.3	29.7	82	3.2
18	26.7	85	25.6
16.7	22.5	59	0
11.2	24.3	59	0
15	22.2	54	0
10.5	26.2	65	0
13.7	28.8	67	0
16.1	31.1	57	0
15.1	25.6	72	0.4
10.3	25.9	62	0
14	20.8	64	1
10.4	18	71	3
8.6	20.5	79	6.2
9.9	21.2	68	1.6
9.4	25.9	71	0
12.3	29.2	62	0
13.9	30.8	47	0
19.3	29.1	60	0
17.5	30	75	1
11.3	22.2	57	0
9.1	26.7	49	0
13.5	31	57	0
14.8	34	55	0
15.7	38.1	55	0
23.2	35.8	46	0
20.1	31.1	45	0.6
13.6	29.4	56	0
13.9	29.2	53	0
16	28.9	57	0
16.5	31.6	48	0
16.1	30.7	51	0
17.8	32	66	0
20.1	33	55	0
20.1	32	68	35
21.6	26.4	81	1.4
21.5	28.9	66	5
22.1	30.6	86	14.2
24	25.5	61	2.4
19.9	31.4	83	13.8
18.5	33.7	71	0
19.8	26.9	70	0
12.9	27.2	64	0
12.9	29.3	70	0
16.1	31.9	63	0
17.8	32.5	60	0
19.8	34.6	60	0
20.7	31.4	53	0
19.8	30.6	68	0
14.9	32	60	0
21.1	34.4	63	0
14.3	31.6	60	0
12.6	32.3	56	0
14.5	32	59	0
16.7	35.4	68	0
19.9	38.2	56	0
20.5	39.8	57	0
21.9	33.7	77	0
21.9	36	74	3.4
22.5	28.2	80	2.6
20.4	23	97	99.2
14.7	21.5	81	51
10.8	25.5	58	0
13.4	27.3	66	0
15	29.4	66	0
17	29.7	79	0
19.8	24.8	98	39.8
18.7	28.5	88	28.2
15.1	28.6	73	0
14.5	29.2	57	0
16.4	28	69	0
18.9	22	80	0.2
18.9	29.2	90	5.8
19.3	30.7	68	0
21.7	29	91	12.2
16.7	25.7	80	12.8
10.1	22.5	62	0
12.3	25.2	53	0
12.6	28	66	0.2
13.9	29.2	76	0
16.5	29.8	75	0
15.6	30.9	70	0
19.6	24.8	87	0.2
17.9	30	85	11.8
16	22.8	82	0
8.8	23.4	67	0
8.4	22.3	77	0
8.6	22.1	79	0
11.5	25	58	0
9.6	25.3	68	0
10.6	26.6	73	0
11.4	28.7	71	0
16.8	27	61	0
18.7	20.8	92	13.4
16.8	27	90	10.2
17.2	28.2	88	0.6
19.6	29.3	87	0.6
18.2	26.9	96	19.8
16.3	28.4	81	0.2
17.1	28.2	87	0.4
12.1	25.9	84	0.2
12.8	26.3	77	0
13.3	27.4	74	0
13.9	28.1	71	0
18.2	25.9	75	0
18.6	26.8	82	0
16.3	20.1	76	0
13.9	22	90	8
13.3	22.1	77	0
9.6	24.2	67	0
9.8	23	69	0
10.2	24.7	81	0
11.5	25.7	86	0
12.3	25.8	87	0
7.2	22.1	83	0.2
8.7	20.4	81	0
12.3	22.3	90	0
9	21.9	74	0
6.7	19	85	0.6
4.4	18.1	70	0.2
2.8	16.8	76	0
3.4	15.9	96	0
2.1	16.8	94	0
3.8	16.1	60	0
1.1	15.2	69	0
3	11	83	3.6
0.2	10.1	94	0.4
3.8	14.1	98	5
3.8	14.3	82	1.8
-0.7	13.7	95	0
0.8	11.2	99	0
0.5	15.8	85	0
2.3	17.9	99	0
2.7	16	91	0
4.5	18.6	93	0
3.3	20.5	85	0
5.8	22	94	0
10.2	15	88	17.4
8.9	15.6	85	3.6
3.1	14.7	74	0
1.3	14.9	75	0
1.9	13.8	99	0
2.6	13.9	99	0
2.5	14.8	99	0
3.6	15.9	76	0
2.8	19.4	73	0
3.1	19.8	86	0
2.9	17.6	99	0
4.3	18.3	97	0
8.5	14.8	95	8.8
2.2	12	98	0
4.9	12.8	77	2
-0.5	9.8	97	0
1.5	10.2	89	2.6
2.9	14.6	89	0
-1.1	14	85	0
-1.4	13.9	82	0
1	16.1	76	0.2
-0.3	15.9	91	0
1.7	16.7	78	0
0.5	16.9	82	0
1	16.1	89	0
3	12.6	92	1
5.7	12.5	91	0.2
3.3	11.8	99	0
7.6	14.6	86	3.6
6.6	11.6	93	10.6
5.9	11.1	93	0.6
6.2	14.2	85	3.4
2.9	13.1	99	0
5.5	15.5	99	0.4
3.2	15.7	99	0
0.9	16.4	99	0
-0.2	15.2	98	0
0.9	16.6	81	0
0.3	15.2	92	0
0.3	14.1	99	0
0.2	15.2	99	0
2.9	14.8	98	0
6.3	14.8	85	15.4
6.9	11.2	84	3.8
7	10.8	94	1.2
6.8	11.2	85	4.4
-0.5	8.3	93	0
4.3	9.2	94	4.2
6.4	11	78	0
4.7	11.8	85	6.6
5.7	10.5	83	0
7.1	9.8	91	0
-0.3	12.6	99	4
-1.6	12.1	95	0
0.2	14.1	78	0
5.3	11.1	86	0
8.4	11	92	8.8
0.4	14.5	99	1.8
0.3	16.7	99	0.2
3.5	17.2	75	0
6.9	15.6	56	0
0.1	14.6	72	0
1.6	9.3	93	0.2
5.5	13.2	99	16.2
4.1	14.1	99	2.2
0.5	14.5	99	0
0.2	13.1	99	0
-1.4	14.7	92	0
0.6	16.1	89	0.2
4.9	14.7	96	1
3.4	19	92	0
6.5	20.6	90	0
3.9	21.5	92	0.2
7.1	22.9	64	0
5.6	20.7	65	0
9.9	12.9	99	14.6
5.3	11.1	96	4.2
7.1	12.3	95	8.2
3.1	10.1	89	1.2
6.3	10.9	89	3.6
3.4	16.8	84	2.8
1.6	16.3	74	0
0.7	13.4	91	0
4.3	17.3	88	0
3.9	13.8	86	1.2
9	19.4	80	0.2
7.1	12.6	95	5.6
7.4	10.8	90	30.8
6.9	19.3	88	0.8
3.2	17.3	62	0
2.1	18	79	0
1.8	17.7	79	0
2.5	16.9	99	0
2.4	17.5	99	0
2.5	20.7	99	0
1.9	16.6	99	0
0.8	16.8	71	0
0.4	16.2	72	0
1.4	15.9	80	0
0.6	15.7	99	0
0.4	15.8	87	0
2.6	18.3	82	0
2.8	20.4	65	0
2.6	19.6	71	0
6.5	16.8	65	0
4.8	21.4	86	3.2
10.8	18.8	55	5
-0.1	14.4	78	1
0.4	15.9	74	0
2.7	14	70	0
0.9	20.8	83	0
1.7	17.2	72	0
4.4	20.8	78	0
3.7	21.7	78	0
5.5	23.9	52	0
5.3	26.7	70	0
10.1	13.6	73	1
1.7	18.2	99	3.6
4.4	22.1	81	0
10	18.4	65	0
1.9	18.3	69	0
8.6	19.8	53	1
3.1	19.6	65	0
7	21.3	72	0
11.5	19.2	69	0.6
10.7	12.3	84	28.4
7.5	15.5	84	8.2
8.2	13.5	85	3.8
4.2	17.6	69	5.8
2.9	18.3	67	0.8
4.1	19.3	74	0
5.6	17.8	89	0
10.2	16	87	0
11.1	21.4	88	4.2
8.7	21.8	79	0
10.7	18.6	89	0
5.9	16.7	83	0
2.6	20.3	81	0
5.3	23.2	73	0
10	24.3	74	0
10.3	25.5	77	0
9.1	18.7	58	0
4.3	20.3	64	0
5.2	23.7	69	0
5.7	25.7	63	0
8.3	28	68	0
11.3	24.7	77	0
13.3	25.9	85	0
11.7	30.9	66	0
18	28.4	46	0
11.9	20.6	85	12.2
11.7	23.3	57	0
8.8	23.8	63	0
12.4	25.9	80	0
16.7	25	91	1.2
9.9	20.1	74	0
6.4	23.1	60	0
9.3	24.8	62	0
11.4	22.2	64	0
9.3	22.3	61	0
8.1	26.6	57	0
9.8	29.6	72	0
13.8	32.9	63	0
15.8	28.5	83	5.4
16.7	30.1	72	0
15.7	31.2	85	0
13.9	22.8	87	34.8
9.6	25.3	72	0
12.5	27	65	0
13	28.3	66	0
16.1	28.3	49	0
11.9	29.3	65	0
16	22	62	0
12.8	27.5	89	0.2
15.1	31.9	66	0
19.9	29.6	72	0
17.4	22.8	92	0
8.1	23.5	54	0
11.9	22.7	76	2.6
10	24.4	53	0
10.8	26	44	0
15	20	99	11
15	25	83	44
15	27	76	14
12	31.5	72	0
18.4	35.9	68	0
19.2	21.6	66	16.6
7.2	22.9	55	2.8
10.6	23.6	49	0
10.2	27.1	53	0
9.7	22.9	50	0
9.6	22.5	46	0
8.5	25	54	0
12.6	26.6	49	0
15	29	62	0
13.6	29.1	62	0
17.8	25.1	72	0
15.8	28.3	94	12.2
10.9	26.7	63	0
12.6	24.6	49	0
11	25	51	0
11.7	27.7	54	0
14.2	28.9	67	0
14	30.7	67	0
19.3	25.6	43	0
18.7	27.8	84	3.6
13.4	29.9	60	0
18.6	28.5	56	0
16.4	29.6	63	0.6
15.2	31.3	72	0
16	33.1	58	0
17.4	26.6	68	5.2
17	29.4	81	9
15	29	69	0
15.2	29.4	50	0
13.8	29.7	49	0
15	30.4	50	0
15.8	31.8	54	0
15.7	34.9	61	0
17.8	36	57	0
19.7	38.9	55	0
20.5	32.5	60	0
13.3	30.6	59	0.4
12.6	29.2	43	0
11.7	33.4	47	0
19.1	26.1	91	5.6
12.7	24.6	56	3.8
10.8	24.8	57	0
12	19.5	85	0.4
6.2	25	52	1.2
9.9	28.3	62	0
13.3	29.4	49	0
15.1	31	52	0
16.5	31.6	48	0
18.9	33.4	41	0
16.1	30.7	64	0
17.8	36.1	59	0.4
20.1	36.2	58	0
18.5	35.3	56	0
20.9	33	49	0
14	32.1	44	0
16.3	32.8	55	0
17.8	35.5	52	0
17.5	36.4	38	0
19.9	35.4	50	0
19.9	34.5	56	0
20	36	49	0
20.8	29.1	92	26.8
15.1	27.9	61	9
14.9	28.5	52	0
15.2	29.4	55	0
17	29.8	69	0
15.5	32.5	63	0
16	33.5	61	0
11.1	25.6	58	1.4
10.9	28.1	63	0
12	28.9	61	0
14.8	24.6	61	0
13.8	27.4	78	3.6
11.5	27.8	69	0
12	29.4	68	3.2
13.5	29.7	61	0
14.7	31.4	60	0
15	31.9	65	0
16.9	28.3	83	0.4
17.6	31.3	75	0
15.9	31.2	68	0
19.6	28	62	0
16.1	21.4	82	0
13.5	28.9	72	1.4
14.5	30.5	65	0
13.7	32.4	73	0
14.2	34.5	65	0
15.2	36.1	65	0
17.6	25.5	91	1.4
18.5	28	88	10.6
18.8	26.6	100	38.4
19.5	24.8	74	0.6
17.1	20.9	97	104.2
17	25.8	60	36.6
18.8	19.6	62	0
16.7	24.8	100	66
11.8	25.1	85	0
12.4	26.2	79	0
15.8	23.2	49	0
15.1	24.1	49	0
12.1	27.1	76	0.4
10.8	25.9	77	0
10	25.8	87	0
